Country;Site_Name;Latitude;Longitude;C14_date;Error;Lab_Number;Material_Dated;Reference;Full Reference;
Peru;Cerrillos;-13,55;-75,4;2685;140;GX-1345;plant;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Blanco;-7,07;-78,5;2750;60;TK-712;unknown;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Blanco;-7,07;-78,5;2910;170;TK-751;unknown;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Blanco;-7,07;-78,5;2990;80;TK-713;unknown;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Blanco;-7,07;-78,5;3270;70;TK-714;unknown;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Blanco;-7,07;-78,5;3390;70;TK-710;unknown;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Blanco;-7,07;-78,5;5010;180;TK-707;unknown;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Chivateros;-11,941667;-77,133333;10430;160;UCLA 683;wood;Borrero 1996;Borrerro, L. (1996). The Pleistocene-Holocene transition in Southern South America. In: Humans at the end of the Ice Age. Eds Straus, L., Eriksen, B., Erlandson, J., & Yesner, D. Plenun Press, New York, pp 52-75.;
Peru;Cerro del Palmo;-11,56;-77,08;2640;160;I-12716;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Lampay;-10,642089;-77,807257;3423;40;AA 58783;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Lampay;-10,642089;-77,807257;3734;38;AA 58791;plant;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Lampay;-10,642089;-77,807257;3740;39;AA 58782;plant;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Lampay;-10,642089;-77,807257;3746;49;AA 58786;plant;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Lampay;-10,642089;-77,807257;3766;39;AA 58795;plant;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Lampay;-10,642089;-77,807257;3833;39;AA 58794;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Lampay;-10,642089;-77,807257;3875;42;AA 58780;wood;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Lampay;-10,642089;-77,807257;3877;48;AA 58798;plant;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Lampay;-10,642089;-77,807257;3879;41;AA 58792;unknown;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Lampay;-10,642089;-77,807257;3885;39;AA 58785;textile;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Lampay;-10,642089;-77,807257;3897;77;AA 58784;plant;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Lampay;-10,642089;-77,807257;3898;41;AA 58804;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Lampay;-10,642089;-77,807257;3902;40;AA 58801;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Lampay;-10,642089;-77,807257;3923;51;AA 58779;wood;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Lampay;-10,642089;-77,807257;3925;42;AA 58781;wood;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Lampay;-10,642089;-77,807257;3930;41;AA 58805;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Lampay;-10,642089;-77,807257;3930;41;AA 58805;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Lampay;-10,642089;-77,807257;3939;42;AA 58789;textile;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Lampay;-10,642089;-77,807257;3949;90;AA 58787;textile;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Lampay;-10,642089;-77,807257;3968;42;AA 58790;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Lampay;-10,642089;-77,807257;4540;41;AA 58788;textile;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Max Uhle;-14,22;-75,41;2125;100;O-1689;textile;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Max Uhle;-14,22;-75,41;2400;110;O-1692;textile;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Negro;-9,31;-77,5;6050;70;Gif-6773;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Pachecho;-16,507;-72,934;8490;150;unknown;unknown;Rademaker et al 2013;Rademaker, K., Bromley, G. R. M., & Sandweiss, D. H. (2013). Peru archaeological radiocarbon database, 13,000-7000 14C B.P. Quaternary International, 30, 34-45.;
Peru;Cerro Pelon;unknown;unknown;2670;90;B-2796;unknown;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Pucusana 12B-VII-908;-12,28;-76,47;6265;55;GrN-5545;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Purulen;-6,55;-79,35;3120;80;VRI-811;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Sechin;-9,28;-78,25;2020;110;PUC-XX11;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Sechin;-9,28;-78,25;2100;160;PUCP-XX10;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Sechin;-9,28;-78,25;2140;70;PUCP-XX9;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Sechin;-9,28;-78,25;2245;45;H-8793;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Sechin;-9,28;-78,25;2300;35;H-11346;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerro Sechin;-9,28;-78,25;2330;35;H-11560;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
